system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
4_00000000000000000df8_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,2,6,1,9.10447,25.949093,35.261074,35.58147,25.991816,10.275644,0,0,4,0,0,4,3,1962,20,129,7,141.1,0,33.16,2.98,157,140,51,3.41,-33,-24,180.64,ctb0064-12008,4,107,4156,0,0,0,0,4104,20,781,0,1,0,0,0,1,0,0,0,23.837012781702207,58.69304363940147,17.46994357889632,0,20,0,14,-4,0,156,0,13,52,0,27,0,0,8,161,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.58150483598273,-9.10447032031556]}"
4_00000000000000000dfa_0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,10,1,9.963619,27.1815,36.531868,36.549763,26.38792,10.029033,0,0,4,0,0,7,7,1962,20,135,10,96.5,0,22.68,2.98,187,94,61,3.63,-20,5,125.79,ctb0064-12010,0,179,1123,4,0,0,0,4963,0,1749,0,1,0,0,1,0,0,0,0,17.868625681666575,66.29326124837398,15.838113069959434,0,0,6,11,-1,0,172,20,0,57,0,2,4,0,1,159,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.54979888073516,-9.96361905804747]}"
4_00000000000000000e00_0,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,8,1,9.358065,26.514723,35.9775,36.263832,26.45006,10.40471,0,0,1,0,0,5,4,1962,20,123,21,96.5,0,22.68,2.98,164,128,36,3.63,-16,-12,125.79,ctb0064-12029,-3,260,3572,12,0,0,0,4358,0,1463,0,1,0,0,1,0,0,0,0,24.256553833309308,57.44328153294616,18.300164633744533,0,0,11,16,-9,0,144,20,-7,54,0,30,10,0,11,216,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.26386512579992,-9.358064725022501]}"
4_00000000000000000e1b_0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,1,10.388343,27.472036,36.62118,36.402348,26.04483,9.588415,0,0,25,0,0,4,9,1962,0,130,6,79.71,0,18.73,2.98,148,101,52,3.28,-1,5,104.7,ctb0064-12092,0,6,1743,0,0,0,0,5388,0,1602,0,1,0,0,1,0,0,0,0,19.032584982744236,61.259024250057806,19.708390767197958,0,0,0,14,0,0,155,0,0,55,20,0,-1,0,0,223,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.40238534261115,-10.38834252437918]}"
4_0000000000000000105b_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,4,1,7.597187,24.326174,33.94335,34.941967,26.208641,11.247497,0,0,4,0,0,1,7,1962,20,128,8,85.73,0,20.15,2.98,106,137,50,4.11,-8,-7,112.96,ctb0064-9142,8,70,2363,11,0,0,0,2597,20,141,0,1,1,0,0,0,0,0,0,10.513054085010513,81.12060163948088,8.366344275508608,0,20,12,11,1,0,167,0,9,52,0,21,10,0,8,155,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.94199418521804,-7.597187105091413]}"
4_00000000000000001af4_0,0,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7.6332994,26.711475,37.942497,39.56676,30.171003,13.570602,0,0,2,0,1,14,4,1962,20,133,6,9.59,0,5.85,1.25,220,86,75,1.6,0,-11,18.28,ctb0678-15,-4,498,1783,1,0,0,0,2633,0,4766,0,1,0,0,1,0,0,0,0,11.555503464906389,79.6599149606581,8.784581574435514,0,0,4,8,0,0,197,20,0,53,0,10,1,0,4,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.56679076245057,-7.6332993795130175]}"
4_00000000000000001b0a_0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,8.483285,26.17894,36.23761,37.083366,27.600767,11.574844,0,0,4,0,0,19,6,1962,20,127,6,25.99,0,9.62,4.68,180,122,58,3.05,-8,-21,43.34,ctb0678-36,2,732,3714,0,0,0,0,3483,0,2283,0,1,0,0,1,0,0,0,0,10.56840373113988,77.89362823170637,11.537968037153753,0,0,-4,15,7,0,177,20,0,63,0,21,-2,0,8,187,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.08339815950215,-8.48328530134691]}"
4_00000000000000001b32_0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,7.6667166,27.011726,38.418568,40.100094,30.61305,13.813323,0,0,3,0,1,6,1,1962,20,131,5,9.59,0,5.85,1.25,214,108,65,1.6,-18,-8,18.28,ctb0678-74,2,523,2637,0,0,0,0,2666,0,5300,0,1,0,0,1,0,0,0,0,29.778379777809693,36.2174328987529,34.00418732343741,0,0,1,10,1,0,180,20,0,62,0,9,1,0,3,115,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10012054663233,-7.666716708082264]}"
4_00000000000000001b3c_0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9.416815,28.747068,39.696587,40.549873,30.10932,12.535892,0,0,4,0,1,4,2,1962,20,138,6,9.59,0,5.85,1.25,201,55,48,1.6,66,87,18.28,ctb0678-86,0,366,2359,11,0,0,0,4416,0,5749,0,0,0,0,0,0,0,0,0,15.430804532279957,64.32791841009977,20.24127705762027,20,0,23,9,0,0,176,0,0,64,0,2,15,0,0,75,43,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.54990700939098,-9.416814544603916]}"
4_00000000000000000df4_0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,1,7,1,9.245416,26.163147,35.489628,35.76365,26.076878,10.247062,0,0,4,0,0,5,5,1962,0,120,20,35.06,0,7.19,2.98,130,185,25,4.19,-23,-32,49.41,ctb0064-12001,7,242,5199,4,0,20,0,4245,0,963,0,1,0,0,1,0,0,0,0,30.189952223776515,49.190510850838116,20.61953692538537,0,20,6,16,-38,0,120,0,0,52,0,102,1,0,43,227,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.76368317560217,-9.245415988393912]}"
4_00000000000000001025_0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7.6044636,27.153492,38.717197,40.483852,30.975058,14.062255,0,0,1,0,1,10,0,1962,0,135,5,9.59,0,5.85,1.25,179,74,68,1.6,-45,-12,18.28,ctb0064-8952,1,614,2092,0,20,0,0,2604,0,5683,0,0,0,0,0,0,0,0,0,22.14012088732801,65.73305051110016,12.126828601571827,0,20,0,10,1,0,161,0,3,59,0,7,0,0,1,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.48388083600819,-7.604463458892782]}"
4_00000000000000001aed_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8.583268,26.52798,36.733185,37.599987,27.994547,11.751763,0,0,26,0,1,17,9,1962,0,138,6,9.59,0,5.85,1.25,185,113,69,1.6,7,-10,18.28,ctb0678-100,2,432,685,-4,0,0,20,3583,0,2800,0,0,0,0,0,0,0,0,0,4.678768207896146,90.30049242393208,5.020739368171773,0,20,-10,8,0,0,174,0,1,60,0,7,-4,0,2,72,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.60001927939929,-8.583267792469414]}"
4_00000000000000001b05_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7.5831733,27.16027,38.74881,40.53317,31.028345,14.105684,0,0,2,0,1,2,1,1962,0,135,7,9.59,0,5.85,1.25,179,94,78,1.6,-5,20,18.28,ctb0678-31,0,735,3095,2,0,0,20,2583,0,5733,0,0,0,0,0,0,0,0,0,12.305773456921207,78.14744798499615,9.546778558082634,0,20,6,9,1,0,195,0,0,60,0,4,4,0,1,95,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.533198345106356,-7.5831733866591495]}"
4_00000000000000001b24_0,0,1,1,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,7.4998994,27.003815,38.563065,40.366623,30.92738,14.092583,0,0,2,0,1,2,0,1962,0,135,7,9.59,0,5.85,1.25,146,103,58,1.6,0,8,18.28,ctb0678-6,0,834,3066,4,0,0,20,2499,0,5566,0,1,0,0,1,0,0,0,0,14.7147740085918,76.25535796144185,9.029868029966357,0,20,7,9,0,0,173,0,0,49,0,0,2,0,0,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.36665069143059,-7.499899559821269]}"
4_00000000000000001b2c_0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7.7666993,25.935423,36.50402,37.816666,28.596718,12.564916,0,0,4,0,1,16,4,1962,0,134,4,9.59,0,5.85,1.25,164,93,56,1.6,-19,-13,18.28,ctb0678-68,1,534,3667,0,0,0,20,2766,0,3016,0,1,0,0,1,0,0,0,0,22.535126974384042,59.48311705867173,17.981755966944228,0,20,0,10,-3,0,168,0,0,57,0,9,1,0,3,98,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.81669292592892,-7.766699199204767]}"
4_00000000000000001b2d_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,7.8332644,26.162415,36.824844,38.15003,28.849773,12.677315,0,0,1,0,1,14,3,1962,0,126,8,9.59,0,5.85,1.25,166,145,60,1.6,-8,-16,18.28,ctb0678-69,-14,975,3955,1,0,0,20,2833,0,3350,0,1,0,0,1,0,0,0,0,29.551936889044896,53.13323250526324,17.314830605691867,0,20,2,14,10,0,225,0,0,59,0,50,2,0,18,151,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.15005772786567,-7.833264361758024]}"
4_00000000000000001b3d_0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,7.6165905,26.688587,37.91961,39.550053,30.165127,13.576479,0,0,3,0,1,10,2,1962,20,134,13,9.59,0,5.85,1.25,216,94,78,1.6,-7,-1,18.28,ctb0678-87,2,521,6688,6,0,0,0,2616,0,4750,0,1,0,0,1,0,0,0,0,10.660617837031094,77.72234737569764,11.617034787271258,0,0,12,8,0,0,202,20,0,55,0,5,6,0,2,96,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.55008209816595,-7.616590715228396]}"
5_00000000000000000fdc_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2.9675395,22.961187,36.01676,40.08879,32.995403,17.852354,0,0,14,0,1,3,8,1963,0,131,4,101.61,0,21.89,22.18,132,149,55,1.41,14,16,147.09,ctb0064-8486,0,33,998,6,0,0,20,-2032,0,5288,0,1,0,0,1,0,0,0,0,19.737544815771884,67.474899986586,12.787555197642122,0,20,12,12,0,0,167,0,0,54,0,1,4,0,0,144,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08880177405243,-2.967539625324635]}"
5_00000000000000001b10_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,4,1,8.316737,24.975014,34.359505,34.999905,25.89223,10.657641,0,0,8,0,0,1,9,1963,20,128,7,141.1,0,33.16,2.98,144,125,48,3.41,52,12,180.64,ctb0678-41,0,2,3629,-6,0,0,0,3316,0,199,0,1,1,0,0,0,0,0,0,57.57021623770865,13.106313063936403,29.323470698354935,20,0,-11,16,0,0,157,0,-9,52,0,13,-5,0,3,236,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.999935521043746,-8.31673764767115]}"
5_00000000000000001b1e_0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,8,1,7.533317,24.428,34.175976,35.25,26.506289,11.459272,0,0,3,0,0,0,3,1963,20,136,15,35.06,0,7.19,2.98,135,90,51,4.19,-29,-1,49.41,ctb0678-54,4,77,4473,17,0,0,0,2533,0,450,0,1,0,0,1,0,0,0,0,12.897662633044865,74.0959917231328,13.006345643822334,20,0,23,12,-5,0,150,0,-3,58,0,19,14,0,7,159,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.250026496142624,-7.533316888390516]}"
5_00000000000000001b39_0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,1,8.266612,24.923365,34.319607,34.983196,25.903362,10.692282,0,0,10,0,0,0,19,1963,20,121,6,78.54,0,18.46,2.98,128,78,45,3.77,14,10,103.74,ctb0678-83,0,3,2104,0,0,0,0,3266,20,183,0,1,1,0,0,0,0,0,0,26.996239043443776,57.69873551483487,15.305025441721348,0,20,7,17,0,0,160,0,0,52,0,0,-1,0,0,352,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.983226856759124,-8.266611654817282]}"
5_00000000000000000f7c_0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,0,3,2,1,13.632788,31.630198,40.58172,39.084885,26.702236,8.161289,0,0,2,0,0,2,6,1963,0,120,8,85.73,0,20.15,2.98,167,67,31,4.11,37,26,112.96,ctb0064-7968,-3,24,2695,4,0,20,0,8632,0,4284,0,1,0,0,0,0,1,0,0,26.930239882538515,58.66059070898644,14.409169408475053,0,20,6,20,0,0,119,0,-3,49,0,14,2,0,3,395,1,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.08493444404886,-13.632787836033653]}"
5_00000000000000001c0d_0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,1,2,1,19.08628,36.83361,44.21905,40.0855,24.787445,3.976581,0,0,4,0,0,2,5,1963,0,131,4,141.1,0,33.16,2.98,144,56,37,3.41,-54,-7,180.64,ctb0691-10,0,64,3630,0,0,20,0,14086,0,5285,0,1,0,0,0,1,0,0,0,28.595149678414593,60.18283352836512,11.222016793220282,0,20,4,15,-4,0,153,0,0,46,0,12,0,0,4,235,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08556783902959,-19.086280262866445]}"
5_00000000000000000ddc_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,2,6,1,9.10447,25.949093,35.261074,35.58147,25.991816,10.275644,0,0,4,0,0,4,3,1963,20,129,7,141.1,0,33.16,2.98,157,140,51,3.41,-33,-24,180.64,ctb0064-11944,4,107,6295,0,0,0,0,4104,20,781,0,1,0,0,0,1,0,0,0,23.837012781702207,58.69304363940147,17.46994357889632,0,20,0,14,-4,0,156,0,13,52,0,27,0,0,8,161,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.58150483598273,-9.10447032031556]}"
5_00000000000000000ddf_0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,1,2,1,9.522995,26.375046,35.58523,35.710556,25.88988,9.981112,0,0,6,0,0,0,8,1963,20,125,5,35.06,0,7.19,2.98,137,126,38,3.29,19,58,48.51,ctb0064-11953,-3,15,4461,11,0,0,0,4522,0,910,0,1,1,0,0,0,0,0,0,23.815499562598905,51.278945272589674,24.905555164811428,20,0,8,16,-2,0,151,0,-13,51,0,26,11,0,6,250,43,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.7105927423107,-9.522995411186844]}"
5_00000000000000000de0_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,8,1,8.941156,25.899475,35.331734,35.760147,26.228743,10.507168,0,0,1,0,0,8,3,1963,20,121,13,141.1,0,33.16,2.98,144,161,32,3.41,-2,-27,180.64,ctb0064-11956,41,260,4908,0,0,0,0,3941,0,960,0,1,0,0,1,0,0,0,0,29.692129240629306,52.11568945017944,18.19218130919126,0,0,-1,18,7,0,129,20,0,54,0,112,0,0,47,243,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.7601797459941,-8.94115660166263]}"
5_00000000000000000df0_0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,12,1,9.766349,26.781233,36.041748,36.09701,26.098639,9.968366,0,0,7,0,0,4,4,1963,20,130,8,35.06,0,7.19,2.98,159,163,47,3.29,-9,-28,48.51,ctb0064-11995,16,69,5810,0,0,0,0,4766,0,1297,0,1,0,0,1,0,0,0,0,22.410469110221257,61.16684519741824,16.4226856923605,20,0,0,16,5,0,146,0,2,54,0,46,6,0,17,198,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.09704797753892,-9.766349021654822]}"
5_00000000000000000df2_0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,1,2,1,9.81405,26.744644,35.934734,35.944477,25.943064,9.849662,0,0,4,0,0,1,5,1963,20,130,6,35.06,0,7.19,2.98,147,82,62,3.29,-10,19,48.51,ctb0064-11997,0,75,4927,-11,0,0,0,4814,20,1144,0,1,0,0,1,0,0,0,0,36.53753804811247,45.97650621284699,17.48595573904054,0,20,-23,13,0,0,163,0,0,54,0,1,-15,0,0,199,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.944514042295424,-9.814049563241568]}"
5_00000000000000000df3_0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,9,1,8.956518,25.982248,35.45716,35.896782,26.33853,10.563498,0,0,1,0,0,4,2,1963,20,125,10,35.06,0,7.19,2.98,142,117,53,4.19,-17,-20,49.41,ctb0064-12000,0,455,6079,4,0,0,0,3956,0,1096,0,1,0,0,1,0,0,0,0,33.4004422022423,50.87211019476037,15.72744760299734,0,0,10,18,8,0,161,20,1,52,0,26,2,0,8,196,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.89681350070868,-8.956517793021074]}"
5_00000000000000000df9_0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2,2,1,9.613007,26.601229,35.8825,36.00269,26.095509,10.0523405,0,0,7,0,0,0,14,1963,20,129,6,78.54,0,18.46,2.98,159,76,43,3.77,-55,-4,103.74,ctb0064-12009,0,8,3390,-10,0,0,0,4613,0,1202,0,1,0,0,1,0,0,0,0,25.364118142200265,52.127825361145895,22.50805649665384,20,0,-17,17,0,0,149,0,0,54,0,1,-10,0,0,252,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.002724872706374,-9.61300660265562]}"
5_00000000000000000e2f_0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,3,1,8.951667,25.658434,34.91421,35.26886,25.800522,10.248037,0,0,6,0,0,1,5,1963,20,132,5,141.1,0,33.16,2.98,102,129,53,3.41,-50,-15,180.64,ctb0064-12165,0,101,1941,0,0,0,0,3951,0,468,0,1,1,0,0,0,0,0,0,24.963236205756374,63.041461772247395,11.995302021996219,20,0,1,17,-1,0,162,0,6,51,0,13,-2,0,3,189,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.268891117109135,-8.951666890486827]}"
5_00000000000000000f78_0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,6,1,15.219302,33.029797,41.446846,39.151714,25.952156,6.829726,0,0,5,0,0,3,5,1963,20,120,5,85.73,0,20.15,2.98,192,65,43,4.11,-11,-25,112.96,ctb0064-7935,-7,104,5258,0,0,0,0,10219,0,4351,0,1,0,0,0,0,1,0,0,25.38257365373939,62.705528697561284,11.911897648699338,0,0,-1,30,-5,0,157,20,2,53,0,26,-2,0,9,361,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.151769101187355,-15.219302459317142]}"
5_00000000000000000f7a_0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,7,1,13.786939,31.96468,41.001408,39.48131,26.964987,8.2304,0,0,3,0,0,6,2,1963,20,112,10,141.1,0,33.16,2.98,188,61,47,3.41,-41,-23,180.64,ctb0064-7957,-10,355,4960,11,0,0,0,8786,0,4681,0,1,0,0,0,0,1,0,0,33.93716301310357,50.07077635844488,15.99206062845154,20,0,11,32,-5,0,170,0,12,52,0,35,11,0,11,439,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.48136097893081,-13.786938738788564]}"
5_00000000000000000f85_0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,12,1,13.0083685,31.164892,40.38588,39.226643,27.142107,8.770913,0,0,2,0,0,7,5,1963,20,133,9,141.1,0,33.16,2.98,192,88,46,3.41,-1,-28,180.64,ctb0064-8004,-1,163,4994,1,0,0,0,8008,0,4426,0,1,0,0,0,0,1,0,0,24.78952125782559,60.21936139796738,14.991117344207023,20,0,4,19,13,0,162,0,-1,55,0,34,1,0,13,253,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.22668859588292,-13.008368882042177]}"
5_00000000000000000fba_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,5,1,14.812904,32.75819,41.372192,39.30533,26.29125,7.257725,0,0,9,0,0,5,7,1963,20,122,5,85.73,0,20.15,2.98,239,55,44,4.11,-1,20,112.96,ctb0064-8259,-2,71,4501,1,0,0,0,9812,0,4505,0,1,0,0,0,0,1,0,0,22.255712033422697,67.88592885520538,9.858359111371925,20,0,2,21,-1,0,156,0,-2,52,0,10,0,0,3,309,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.30538101477179,-14.81290462478147]}"
5_00000000000000000fe3_0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,15,1,14.982417,33.016586,41.648693,39.52631,26.395172,7.224308,0,0,3,0,0,4,4,1963,20,130,17,74.1,0,19.6,8.2,219,56,44,4.6,-76,-24,106.4,ctb0064-8502,5,170,4482,4,0,0,0,9982,0,4726,0,1,1,0,0,0,0,0,0,28.504275967263126,53.47210069357683,18.023623339160043,0,0,10,14,-7,0,151,20,11,52,0,29,2,0,9,260,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.5263665746652,-14.982416718894825]}"
5_00000000000000000fe4_0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,15,1,15.149234,33.265255,41.911297,39.732742,26.48794,7.1858025,0,0,4,0,0,11,11,1963,20,137,20,74.1,0,19.6,8.2,219,42,56,4.6,34,58,106.4,ctb0064-8503,2,161,4753,2,0,0,0,10149,0,4932,0,1,0,0,0,1,0,0,0,21.12942767161184,58.823728509123455,20.04684381926471,20,0,6,17,1,0,164,0,-4,62,0,9,4,0,3,178,49,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.73279942695586,-15.149233867155818]}"
5_00000000000000001093_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,4,1,7.597187,24.326174,33.94335,34.941967,26.208641,11.247497,0,0,4,0,0,1,7,1963,20,128,8,85.73,0,20.15,2.98,106,137,50,4.11,-8,-7,112.96,ctb0064-9722,8,70,1639,11,0,0,0,2597,20,141,0,1,1,0,0,0,0,0,0,10.513054085010513,81.12060163948088,8.366344275508608,0,20,12,11,1,0,167,0,9,52,0,21,10,0,8,155,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.94199418521804,-7.597187105091413]}"
5_000000000000000018cd_0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,2.8667486,22.91408,36.032494,40.166676,33.113747,17.978756,0,0,5,0,0,3,20,1963,0,111,5,65.17,0,10.03,5.51,180,146,107,1.18,22,68,81.89,ctb0661-P101,0,3,2230,-4,0,0,0,-2133,0,5366,0,1,0,0,1,0,0,0,0,48.43243307341898,17.223673627863896,34.343893298717134,0,0,-14,11,0,0,182,0,0,59,0,0,-10,0,0,230,6,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.166685709185586,-2.866748650446425]}"
5_00000000000000001938_0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,7.4166255,26.219465,37.315617,38.9666,29.764713,13.451597,0,0,2,0,1,7,2,1963,0,137,14,9.59,0,5.85,1.25,136,83,54,1.6,5,-5,18.28,ctb0661-P92,-4,409,4470,4,0,0,20,2416,0,4166,0,1,0,0,1,0,0,0,0,23.613956987196673,48.95606489915514,27.429978113648197,0,20,11,9,-2,0,181,0,0,62,0,14,4,0,5,101,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.96662632113032,-7.416625732983389]}"
5_00000000000000001940_0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,1,2,1,19.126705,36.875813,44.25215,40.10005,24.779392,3.949194,0,0,4,0,0,2,1,1963,20,129,5,141.1,0,33.16,2.98,130,54,42,3.41,-30,-12,180.64,ctb0662-P10,-1,57,7952,2,0,0,0,14126,0,5300,0,1,0,0,0,1,0,0,0,31.986779748929255,52.938867217355465,15.074353033715276,0,0,7,18,-7,0,160,20,2,49,0,18,0,0,7,287,3,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10012054663233,-19.126704450651825]}"
5_00000000000000001af3_0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,10,1,7.8332644,24.694681,34.343044,35.266705,26.367983,11.2095995,0,0,4,0,0,3,3,1963,20,134,42,35.06,0,7.19,2.98,141,111,49,4.19,1,-18,49.41,ctb0678-13,-9,155,5607,6,0,0,0,2833,0,466,0,1,0,0,1,0,0,0,0,20.3343695940368,62.647343193361095,17.01828721260211,20,0,15,12,-3,0,155,0,4,49,0,23,4,0,9,160,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.266735160427245,-7.833264361758024]}"
5_00000000000000001af5_0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,1,8.100064,24.830904,34.32089,35.08318,26.074202,10.886532,0,0,4,0,0,0,2,1963,20,133,24,35.06,0,7.19,2.98,148,102,43,1.86,33,-17,47.09,ctb0678-16,2,98,5399,11,0,0,0,3100,0,283,0,1,0,0,1,0,0,0,0,25.201974627897844,50.249862990279546,24.5481623818226,20,0,11,12,5,0,166,0,0,49,0,16,10,0,6,188,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.08320934788163,-8.100064001141522]}"
5_00000000000000001afb_0,0,1,0,0,0,0,0,23,0,0,0,0,1,0,0,1,0,1,8.316737,24.992025,34.388268,35.03332,25.920992,10.674652,0,0,7,0,0,2,4,1963,20,132,7,141.1,0,33.16,2.98,95,115,46,3.41,42,-8,180.64,ctb0678-22,-1,58,4635,-4,0,0,0,3316,0,233,0,1,1,0,0,0,0,0,0,14.906772627923177,64.19557607655982,20.89765129551701,20,0,-11,12,3,0,165,0,0,50,0,18,-4,0,4,165,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.033352849612996,-8.31673764767115]}"
