system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
00000000000000000274,0,1,0,0,0,0,0,24,0,0,0,0,1,0,0,0,4,1,0,0,4,0,0,8,6,1991,26,126,10,141.1,0,33.16,2.98,151,96,46,3.41,48,82,180.64,ctb0811-6,0,25,4732,0,0,0,0,17509,0,7595,0,1,0,0,0,1,0,0,0,22.394122872587836,53.73502935835901,23.87084776905316,46,26,0,1,21,0,0,176,0,-1,57,0,1,0,0,0,274,32,1991,"{""type"":""Point"",""coordinates"":[-42.39594669528319,-22.509671431725348]}"
00000000000000000277,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,1,3,1,0,0,7,0,0,5,12,1991,26,128,9,141.1,0,33.16,2.98,171,77,41,3.41,19,0,180.64,ctb0064-13115,0,13,3003,2,0,0,0,17558,0,7570,0,1,0,0,0,1,0,0,0,24.31701558453016,52.14167388496603,23.541310530503804,47,26,0,3,22,0,0,169,0,0,57,0,1,3,0,0,315,0,1991,"{""type"":""Point"",""coordinates"":[-42.37088208826177,-22.55844953814899]}"
00000000000000000279,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,1,2,1,0,0,5,0,0,10,6,1991,26,124,11,141.1,0,33.16,2.98,171,73,40,3.41,18,18,180.64,ctb0811-10,0,16,6094,3,0,0,0,17513,0,7505,0,1,0,0,0,1,0,0,0,23.07038008563747,59.852850871987904,17.076769042374625,42,0,0,3,20,0,0,168,26,0,57,0,2,3,0,0,345,0,1991,"{""type"":""Point"",""coordinates"":[-42.30566327625408,-22.51398338244402]}"
0000000000000000027c,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,6,9,1991,26,125,9,141.1,0,33.16,2.98,162,95,38,3.41,-26,11,180.64,ctb0811-3,0,29,5758,0,0,0,0,17536,0,7672,0,1,0,0,0,1,0,0,0,26.079368461272363,50.450278352138255,23.47035318658938,42,26,0,0,21,0,0,169,0,0,58,0,1,0,0,0,289,0,1991,"{""type"":""Point"",""coordinates"":[-42.47221070060028,-22.53607822816385]}"
0000000000000000028e,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,1,2,1,0,0,2,0,0,3,3,1991,26,124,11,141.1,0,33.16,2.98,122,94,53,3.41,21,-24,180.64,ctb0811-1,-6,110,4073,0,0,0,0,17591,0,7674,0,1,0,0,0,1,0,0,0,22.49874589780088,60.20568238849976,17.29557171369936,44,26,0,0,21,6,0,200,0,-4,57,0,30,0,0,9,281,0,1991,"{""type"":""Point"",""coordinates"":[-42.474908456737616,-22.591598495380303]}"
000000000000000002a4,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,6,1,0,0,6,0,0,2,12,1992,27,133,7,141.1,0,33.16,2.98,153,51,30,3.41,39,1,180.64,ctb0064-12104,5,48,2992,0,0,0,0,12899,0,4915,0,1,0,0,0,0,1,0,0,32.33795278390696,55.60858345491811,12.053463761174926,45,0,0,0,19,0,0,137,27,3,51,0,14,0,0,5,273,3,1992,"{""type"":""Point"",""coordinates"":[-39.7150147462231,-17.89942468897186]}"
000000000000000002a8,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,1,1,0,0,8,0,0,5,20,1993,28,127,8,141.1,0,33.16,2.98,124,70,47,3.41,-26,5,180.64,ctb0064-5757,0,28,1870,0,0,0,0,17758,0,8903,0,1,0,0,0,1,0,0,0,12.360299766592508,79.81374301692382,7.8259572164836655,29,0,0,0,18,-2,0,162,28,0,52,0,6,0,0,2,166,0,1993,"{""type"":""Point"",""coordinates"":[-43.70380103425887,-22.758953017017173]}"
000000000000000002aa,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,2,1,0,0,4,0,0,9,15,1993,28,134,8,141.1,0,33.16,2.98,109,73,47,3.41,-6,1,180.64,ctb0595-T-26,-3,25,2117,0,0,0,0,17750,0,8875,0,1,0,0,0,1,0,0,0,13.441253155360899,74.72681964024831,11.831927204390793,29,0,0,0,18,0,0,163,6,-2,52,0,8,0,0,3,172,0,1993,"{""type"":""Point"",""coordinates"":[-43.675236032910504,-22.750329115579813]}"
000000000000000002ab,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,1,2,1,0,0,5,0,0,5,18,1993,28,131,8,141.1,0,33.16,2.98,119,68,50,3.41,-16,-23,180.64,ctb0595-T-32,-3,37,3239,0,0,0,0,17748,0,8873,0,1,0,0,0,1,0,0,0,23.691907135548398,66.38086674986064,9.927226114590948,35,0,0,0,17,6,0,172,28,1,53,0,21,0,0,7,162,0,1993,"{""type"":""Point"",""coordinates"":[-43.673349833164885,-22.748982467061676]}"
000000000000000002ac,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,2,1,0,0,6,0,0,4,18,1993,28,131,8,141.1,0,33.16,2.98,122,68,48,3.41,-15,-23,180.64,ctb0595-T-33,-5,27,1897,0,0,0,0,17748,0,8873,0,1,0,0,0,1,0,0,0,20.562348694530556,69.7668688708109,9.670782434658538,31,0,0,0,17,5,0,166,28,0,53,0,22,0,0,8,167,0,1993,"{""type"":""Point"",""coordinates"":[-43.6736173792281,-22.748710461897417]}"
000000000000000002ad,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,2,2,1,0,0,7,0,0,4,19,1993,28,131,8,141.1,0,33.16,2.98,129,68,49,3.41,-2,-16,180.64,ctb0595-T-35,-3,21,1584,0,0,0,0,17747,0,8874,0,1,0,0,0,1,0,0,0,15.260937106177487,75.90404481537934,8.835018078443174,30,0,0,0,18,6,0,169,28,-2,52,0,19,0,0,7,184,0,1993,"{""type"":""Point"",""coordinates"":[-43.67415693045556,-22.747903364606742]}"
000000000000000002da,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,7,15,1995,30,133,8,141.1,0,33.16,2.98,109,70,49,3.41,-72,-21,180.64,ctb0595-SIPA-1,-4,48,4220,0,0,0,0,17750,0,8872,0,1,0,0,0,1,0,0,0,25.87910239535267,61.92810859527985,12.192789009367472,41,0,0,0,17,-3,0,166,5,6,52,0,21,0,0,6,157,0,1995,"{""type"":""Point"",""coordinates"":[-43.67281028193742,-22.750329115579817]}"
00000000000000000567,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,3,2,1,0,0,1,0,0,6,1,1996,31,123,7,141.1,0,33.16,2.98,138,89,54,3.41,-10,-29,180.64,ctb0064-14564,-24,212,7442,0,0,0,0,17522,0,8751,0,1,1,0,0,0,0,0,0,27.5689086877754,42.460588962770665,29.970502349453938,49,0,0,0,18,6,0,182,6,11,52,0,65,0,0,26,296,0,1996,"{""type"":""Point"",""coordinates"":[-43.55153611058685,-22.522067732653923]}"
0000000000000000056a,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,2,1,0,0,6,0,0,4,18,1996,31,131,8,141.1,0,33.16,2.98,122,68,48,3.41,-15,-23,180.64,ctb0595-SIPA-4,-5,27,3835,0,0,0,0,17748,0,8873,0,1,0,0,0,1,0,0,0,20.562348694530556,69.7668688708109,9.670782434658538,31,0,0,0,17,5,0,166,31,0,53,0,22,0,0,8,167,0,1996,"{""type"":""Point"",""coordinates"":[-43.6736173792281,-22.748710461897417]}"
00000000000000000f64,0,1,0,0,0,0,0,30,0,0,0,0,1,0,0,0,6,1,0,0,3,0,0,6,10,1998,33,121,6,141.1,0,33.16,2.98,175,86,50,3.41,-15,-33,180.64,ctb0807-P08,-24,169,2489,0,0,0,0,17915,0,8491,0,1,1,0,0,0,0,0,0,28.883027857690635,51.47720066604745,19.63977147626191,48,33,0,0,16,32,0,157,0,0,55,0,121,0,0,44,268,0,1998,"{""type"":""Point"",""coordinates"":[-43.29147687804883,-22.915257886243616]}"
00000000000000000f67,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,6,14,1998,33,137,7,141.1,0,33.16,2.98,81,69,34,3.41,-22,9,180.64,ctb0595-T-36,1,25,1495,0,0,0,0,17750,0,8881,0,1,0,0,0,1,0,0,0,9.833568386947986,82.41295767275315,7.753473940298869,27,12,0,0,16,-1,0,141,0,-2,50,0,8,0,0,2,152,0,1998,"{""type"":""Point"",""coordinates"":[-43.681166637311584,-22.75059666164302]}"
00000000000000000f7b,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,1,3,1,0,0,3,0,0,7,5,1998,33,122,8,141.1,0,33.16,2.98,141,101,32,3.41,-8,-37,180.64,ctb0064-13104,8,43,3647,-1,0,0,0,17605,0,7580,0,1,0,0,0,1,0,0,0,25.602155495367978,55.36213410347956,19.035710401152457,49,0,0,0,23,30,0,169,6,-12,56,0,79,0,0,33,372,0,1998,"{""type"":""Point"",""coordinates"":[-42.3800455409266,-22.605069439662763]}"
00000000000000000f7c,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,4,1,0,0,4,0,0,3,5,1998,33,133,5,141.1,0,33.16,2.98,141,40,52,3.41,0,-9,180.64,ctb0064-5361,-1,79,4389,1,0,0,0,14071,0,5347,0,1,0,0,0,1,0,0,0,27.193192935904214,59.28985068174002,13.51695638235576,42,0,0,1,17,3,0,174,1,3,55,0,10,1,0,3,218,0,1998,"{""type"":""Point"",""coordinates"":[-40.1478195535716,-19.07118726379637]}"
00000000000000000f7f,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,1,4,1,0,0,2,0,0,5,10,1998,33,125,11,141.1,0,33.16,2.98,166,81,38,3.41,-8,94,180.64,ctb0568-Perfil-5,0,18,5591,0,0,0,0,17537,0,7609,0,1,0,0,0,1,0,0,0,25.096565891034288,50.428062150953465,24.47537195801224,52,33,0,0,22,0,0,174,0,0,58,0,1,0,0,0,318,56,1998,"{""type"":""Point"",""coordinates"":[-42.40968964472992,-22.537157330618786]}"
00000000000000000f84,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,2,1,0,0,4,0,0,8,13,1998,33,135,8,141.1,0,33.16,2.98,103,74,37,3.41,11,8,180.64,ctb0595-T-39,-3,22,4913,0,0,0,0,17751,0,8874,0,1,0,0,0,1,0,0,0,18.21626853957512,66.97118323393121,14.812548226493671,34,0,0,0,18,0,0,151,2,0,51,0,9,0,0,3,167,0,1998,"{""type"":""Point"",""coordinates"":[-43.674964027746235,-22.75194776926222]}"
00000000000000000f94,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,6,11,1998,33,120,9,141.1,0,33.16,2.98,201,97,43,3.41,-18,-30,180.64,ctb0807-P02,-4,159,3999,0,0,0,0,17910,0,8455,0,1,1,0,0,0,0,0,0,23.920371647290864,50.17989917571584,25.89972917699329,42,0,0,-1,19,2,0,151,10,32,56,0,48,0,0,19,276,0,1998,"{""type"":""Point"",""coordinates"":[-43.25563462378124,-22.910138838234268]}"
00000000000000000f95,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,7,1,0,0,3,0,0,10,10,1998,33,123,7,141.1,0,33.16,2.98,115,103,34,3.41,-6,-24,180.64,ctb0807-P05,5,136,4358,0,0,0,0,17910,0,8514,0,1,1,0,0,0,0,0,0,24.768794999359034,58.127195461522284,17.104009539118678,47,1,0,0,16,36,0,144,0,-2,55,0,101,0,0,40,250,1,1998,"{""type"":""Point"",""coordinates"":[-43.3146508262236,-22.910406384297474]}"
00000000000000000f99,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,1,6,1,0,0,5,0,0,9,8,1998,33,117,9,141.1,0,33.16,2.98,179,99,35,3.41,31,-19,180.64,ctb0807-P22,-8,97,5315,-1,0,0,0,17930,0,8413,0,1,0,0,0,0,1,0,0,24.39938081604401,60.90449010190673,14.69612908204927,46,0,0,-1,20,30,0,138,2,-16,53,0,99,-1,0,35,312,1,1998,"{""type"":""Point"",""coordinates"":[-43.21386176511256,-22.930079938145273]}"
00000000000000000f9a,0,1,0,0,0,0,0,30,0,0,0,0,1,0,0,0,4,1,0,0,5,0,0,7,7,1998,33,117,8,141.1,0,33.16,2.98,191,94,43,3.41,-25,-35,180.64,ctb0807-P24,-34,207,4193,0,0,0,0,17933,0,8406,0,1,0,0,0,0,1,0,0,30.462172692728767,55.26207537575334,14.275751931517894,48,33,0,0,19,20,0,152,0,13,53,0,119,0,0,44,310,0,1998,"{""type"":""Point"",""coordinates"":[-43.20604496096587,-22.933045240345816]}"
00000000000000000fa0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,4,1,0,0,2,0,0,6,11,1998,0,125,11,141.1,5,33.16,2.98,161,81,40,3.41,-8,94,180.64,ctb0811-5,0,18,5591,0,0,0,0,17536,0,7609,0,1,0,0,0,1,0,0,0,24.90544194750553,50.67730972024827,24.417248332246206,53,0,5,-1,22,0,0,173,0,0,58,0,1,0,0,0,321,56,1998,"{""type"":""Point"",""coordinates"":[-42.409150093502454,-22.536617779391317]}"
00000000000000000fb7,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,7,1,0,0,5,0,0,1,13,1999,13,123,4,141.1,0,33.16,2.98,168,37,51,3.41,13,-10,180.64,ctb0820-E-15,1,71,2313,0,0,0,0,11395,0,4356,0,1,0,0,0,0,1,0,0,20.769262152645382,69.55163236450278,9.679105482851838,48,0,0,0,24,0,0,166,13,2,53,0,6,0,0,1,289,0,1999,"{""type"":""Point"",""coordinates"":[-39.15635181164106,-16.395378821846677]}"
00000000000000000fbd,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,2,7,1,0,0,8,0,0,2,7,1999,34,122,4,141.1,0,33.16,2.98,167,25,49,3.41,0,-11,180.64,ctb0820-E-16,-1,67,4513,-3,0,0,0,11388,0,4333,0,1,0,0,0,0,1,0,0,19.3420364564689,67.95196465530978,12.70599888822132,71,0,0,-5,26,1,0,166,12,4,53,0,9,-2,0,1,306,0,1999,"{""type"":""Point"",""coordinates"":[-39.133173404365266,-16.388101568927453]}"
00000000000000000fd6,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,6,1,0,0,8,0,0,1,13,1999,13,125,4,141.1,0,33.16,2.98,178,43,53,3.41,-34,6,180.64,ctb0820-E-12,1,65,4435,0,0,0,0,11405,0,4355,0,1,0,0,0,0,1,0,0,24.610426264918985,66.7649430551713,8.62463067990971,55,0,0,-1,25,-5,0,168,13,0,52,0,15,0,0,6,264,1,1999,"{""type"":""Point"",""coordinates"":[-39.15500516312293,-16.405616917865387]}"
00000000000000000fd7,0,1,0,0,0,0,0,21,0,0,0,0,1,0,0,1,2,1,0,0,8,0,0,1,6,1999,34,126,4,141.1,0,33.16,2.98,230,35,50,3.41,-38,-17,180.64,ctb0820-E-26,5,92,2895,0,0,0,0,11361,0,4429,0,1,0,0,0,0,1,0,0,21.76170431272868,71.89939032507614,6.338905362195191,58,0,0,0,24,-3,0,162,34,4,55,0,16,0,0,5,338,0,1999,"{""type"":""Point"",""coordinates"":[-39.22992251992188,-16.361690313387893]}"
00000000000000000fd8,0,1,0,0,0,0,0,18,0,0,0,0,1,0,0,1,2,1,0,0,6,0,0,1,11,1999,34,131,5,141.1,0,33.16,2.98,212,35,54,3.41,-39,-11,180.64,ctb0820-E-28,1,88,2905,0,0,0,0,11354,0,4404,0,1,0,0,0,0,1,0,0,23.894139536032284,68.42853444971183,7.6773260142558835,66,0,0,0,25,-5,0,168,34,4,54,0,14,0,0,5,343,0,1999,"{""type"":""Point"",""coordinates"":[-39.204050815609776,-16.354952611696135]}"
00000000000000001012,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,2,3,1,0,0,8,0,0,3,17,1999,12,124,4,141.1,0,33.16,2.98,215,29,40,3.41,20,-11,180.64,ctb0820-E-14,0,61,3641,-2,0,0,0,11401,0,4324,0,1,0,0,0,0,1,0,0,21.58054766136776,70.55905583660304,7.8603965020291975,67,0,0,-7,27,1,0,148,12,2,53,0,5,-2,0,1,317,0,1999,"{""type"":""Point"",""coordinates"":[-39.12482150809216,-16.401037421083497]}"
00000000000000001013,0,1,0,0,0,0,0,18,0,0,0,0,1,0,0,1,1,1,0,0,11,0,0,3,4,1999,34,130,4,141.1,0,33.16,2.98,206,22,48,3.41,-27,-6,180.64,ctb0820-E-25,1,91,4424,0,0,0,0,11363,0,4438,0,1,0,0,0,0,1,0,0,15.370434972174554,77.40021109005228,7.229353937773164,71,0,0,0,23,-2,0,159,34,2,55,0,9,0,0,2,347,0,1999,"{""type"":""Point"",""coordinates"":[-39.23854642135924,-16.36384405919671]}"
00000000000000001014,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,0,5,1,0,0,6,0,0,2,13,1999,34,128,4,141.1,0,33.16,2.98,225,17,47,3.41,-69,-8,180.64,ctb0820-E-29,0,93,2973,-2,0,0,0,11368,0,4427,0,1,0,0,0,0,1,0,0,18.58228274221951,74.41586627086029,7.001850986920193,84,0,0,-5,27,-1,0,160,34,1,55,0,3,-3,0,1,365,0,1999,"{""type"":""Point"",""coordinates"":[-39.22776877411306,-16.36869556114286]}"
00000000000000001015,0,1,0,0,0,0,0,14,0,0,0,0,1,0,0,3,1,1,0,0,10,0,0,1,8,1999,34,124,4,141.1,0,33.16,2.98,170,33,49,3.41,44,-10,180.64,ctb0820-E-41,0,53,3166,0,0,0,0,11368,0,4291,0,1,0,0,0,0,1,0,0,14.504934737900507,76.88680587286343,8.60825938923605,43,0,0,0,22,1,0,169,34,2,51,0,4,0,0,1,264,0,1999,"{""type"":""Point"",""coordinates"":[-39.09194009692404,-16.36815600991539]}"
00000000000000001051,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,4,1,0,0,9,0,0,0,10,2000,6,130,4,141.1,0,33.16,2.98,231,36,49,3.41,-14,-9,180.64,ctb0064-8113,4,78,3249,3,0,0,0,11625,0,4479,0,1,0,0,0,0,1,0,0,26.30395324437781,65.50313275066911,8.192914004953087,54,0,0,3,18,-2,0,165,2,0,53,0,14,3,0,5,357,0,2000,"{""type"":""Point"",""coordinates"":[-39.27950772363619,-16.625793950581386]}"
000000000000000010dd,0,1,0,0,0,0,0,20,0,0,0,0,1,0,0,1,9,1,0,0,4,0,0,8,6,2001,36,131,7,141.1,0,33.16,2.98,160,77,56,3.41,15,-10,180.64,ctb0064-8129,7,301,570,0,0,0,0,11096,0,4938,0,1,0,0,0,1,0,0,0,27.694734141743965,57.559665605846234,14.745600252409805,36,0,0,0,17,2,0,181,36,3,59,0,22,0,0,8,207,0,2001,"{""type"":""Point"",""coordinates"":[-39.73818869439785,-16.096775119802672]}"
000000000000000010de,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,5,7,2001,7,121,5,141.1,0,33.16,2.98,161,77,37,3.41,36,23,180.64,ctb0064-8166,-4,133,750,0,0,0,0,10444,0,4718,0,1,0,0,0,0,1,0,0,33.781091403689715,54.8995809125778,11.319327683732494,57,7,0,0,19,1,0,157,0,-8,52,0,19,0,0,5,326,1,2001,"{""type"":""Point"",""coordinates"":[-39.51855121290932,-15.444060825801373]}"
000000000000000010e0,0,1,0,0,0,0,0,21,0,0,0,0,1,0,0,0,9,1,0,0,1,0,0,5,4,2001,36,129,8,141.1,0,33.16,2.98,192,64,55,3.41,-13,-6,180.64,ctb0064-8177,-8,150,474,0,0,0,0,12424,0,4988,0,1,1,0,0,0,0,0,0,26.475342150745895,59.51418642235201,14.010471426902104,40,0,0,0,16,-9,0,176,36,-4,58,0,39,0,0,13,232,0,2001,"{""type"":""Point"",""coordinates"":[-39.788585454503895,-17.424307471727207]}"
00000000000000000e86,0,1,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,5,1,1997,0,126,6,16.45,0,33.558,0.057575,73,11,37,0.88389,2,-18,50.949467,ctb0033-RO2213,-5,493,3885,0,0,0,32,7414,0,25169,0,1,1,0,0,0,0,0,0,6.421151012948581,90.27406742375824,3.3047815632931887,33,0,32,0,10,1,0,134,0,1,49,0,16,0,0,5,127,0,1997,"{""type"":""Point"",""coordinates"":[-59.96995510757669,-12.414939970982946]}"
00000000000000000d3c,0,1,0,0,1,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,39,1,0,7,1,1997,32,124,7,17.86,0,36.4344,0.06251,83,42,65,0.959652,-7,-4,55.316563,ctb0033-RO2201,0,537,2889,0,0,0,0,7392,0,25066,0,1,1,0,0,0,0,0,0,6.711832073643715,88.3923961537774,4.8957717725788745,32,32,0,0,12,-2,0,215,0,0,48,0,7,0,0,2,162,0,1997,"{""type"":""Point"",""coordinates"":[-59.8662007442651,-12.392845125263118]}"
0000000000000000078e,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,24,1,0,3,4,1997,32,129,4,11.200099,0,37.41,0.44,92,22,68,0.78,-17,-9,49.830097,ctb0033-RO1654,-1,517,1043,0,0,0,0,7508,0,25589,0,1,1,0,0,0,0,0,0,9.492231582279349,84.10675987541616,6.401008542304496,30,32,0,0,12,2,0,200,0,0,50,0,6,0,0,2,148,0,1997,"{""type"":""Point"",""coordinates"":[-60.389560975807,-12.508723784339018]}"
00000000000000000c04,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,24,1,0,3,4,1997,32,129,4,11.200099,0,37.41,0.44,93,22,69,0.78,-25,-9,49.830097,ctb0033-RO1591,-1,521,1677,0,0,0,0,7509,0,25589,0,1,1,0,0,0,0,0,0,9.571030588802948,83.9164346844579,6.512534726739149,30,32,0,0,12,1,0,201,0,0,50,0,6,0,0,2,148,0,1997,"{""type"":""Point"",""coordinates"":[-60.38928897064274,-12.509263335566486]}"
00000000000000000d3a,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,40,1,0,8,0,1997,0,127,6,18.8,0,38.352,0.0658,95,8,34,1.01016,-9,-17,58.22796,ctb0033-RO2196,-5,462,6204,0,0,0,32,7320,0,25054,0,1,1,0,0,0,0,0,0,5.43452815592548,90.17209631531676,4.39337552875775,30,0,32,0,10,0,0,137,0,0,48,0,12,0,0,5,124,0,1997,"{""type"":""Point"",""coordinates"":[-59.854883545791466,-12.32008151427299]}"
00000000000000000f2e,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,6,4,1997,0,124,4,18.8,0,38.352,0.0658,113,22,38,1.01016,-1,-7,58.22796,ctb0033-RO2432,0,179,5053,0,0,0,32,7278,0,27556,0,1,1,0,0,0,0,0,0,20.494341606582427,63.773182133699244,15.73247625971832,39,0,32,1,11,2,0,143,0,0,50,0,6,0,0,2,148,0,1997,"{""type"":""Point"",""coordinates"":[-62.35687176957679,-12.278576201667516]}"
00000000000000000e71,0,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,4,1,1997,0,120,5,19.27,0,39.3108,0.067445,81,28,35,1.035414,-10,-8,59.68366,ctb0033-RO1590,4,486,3026,0,0,0,32,7529,0,25509,0,1,1,0,0,0,0,0,0,6.368160127237102,89.87371864100565,3.758121231757241,30,0,32,0,11,0,0,156,0,1,50,0,9,0,0,4,147,0,1997,"{""type"":""Point"",""coordinates"":[-60.30952011189764,-12.529476440641757]}"
000000000000000001d2,1,0,0,0,0,0,0,18,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,14,1987,0,120,13,128.2769,22,39.77,12.06,126,83,46,5.15,9,-14,185.25691,ctb0674-P1,-3,16,4558,1,0,0,0,-3416,0,13933,0,1,0,0,0,0,1,0,0,33.596133772577524,41.81814726683796,24.585718960584522,65,0,22,1,23,0,0,161,0,-1,48,0,8,1,0,3,257,0,1987,"{""type"":""Point"",""coordinates"":[-48.7333816400784,-1.583413406775471]}"
00000000000000000351,1,0,0,0,0,0,0,28,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,2,4,1996,4,124,5,128.2769,0,39.77,12.06,118,46,57,5.15,28,-8,185.25691,ctb0033-RO2080,2,95,2143,0,0,0,0,4247,0,29613,0,1,1,0,0,0,0,0,0,41.07436003290418,32.4510470594925,26.474592907603324,43,0,0,0,15,1,0,173,4,2,43,0,6,0,0,2,160,0,1996,"{""type"":""Point"",""coordinates"":[-64.41392197204716,-9.247301601040274]}"
000000000000000006ee,1,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,4,1997,2,123,4,128.2769,0,39.77,12.06,142,57,31,5.15,39,46,185.25691,ctb0033-RO2752,0,48,2769,-2,0,0,0,3038,0,27961,0,1,1,0,0,0,0,0,0,28.559513331354726,41.59275193822554,29.847734730419734,66,0,0,-3,23,1,0,138,2,-5,39,0,8,0,0,2,219,52,1997,"{""type"":""Point"",""coordinates"":[-62.76111157557692,-8.038350123430028]}"
000000000000000006f1,1,1,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,4,10,1997,0,121,4,128.2769,0,39.77,12.06,134,31,119,5.15,39,104,185.25691,ctb0033-RO2758,-1,49,1092,0,0,0,0,3018,0,28013,0,1,1,0,0,0,0,0,0,27.949437208100885,42.73878156563273,29.311781226266394,0,0,0,0,16,-1,0,128,0,-3,41,0,7,0,0,2,160,152,1997,"{""type"":""Point"",""coordinates"":[-62.813394535428564,-8.018676569582226]}"
000000000000000008a4,1,1,0,0,0,0,0,14,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,6,7,1997,32,115,5,128.2769,0,39.77,12.06,144,69,35,5.15,-44,-19,185.25691,ctb0033-RO3354,-2,86,7012,0,0,0,0,3863,0,29261,0,1,1,0,0,0,0,0,0,33.004191553509436,40.18946808512685,26.806340361363713,59,0,0,0,16,4,0,136,32,7,45,0,22,0,0,5,396,0,1997,"{""type"":""Point"",""coordinates"":[-64.06196066679763,-8.863542446178617]}"
0000000000000000096c,1,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,9,1997,32,120,4,128.2769,0,39.77,12.06,107,34,36,5.15,-50,-9,185.25691,ctb0033-RO3895,0,82,3580,-2,0,0,0,4145,0,29519,0,1,1,0,0,0,0,0,0,31.97806170575732,46.704051089823864,21.31788720441883,39,0,0,-3,13,-1,0,145,32,0,40,0,5,-2,0,1,146,0,1997,"{""type"":""Point"",""coordinates"":[-64.31933106140042,-9.145165891411096]}"
